,nsf_proposal_links_v1,skills
171,https://www.nsf.gov/pubs/2013/nsf13587/nsf13587.htm,"{'technology also', 'development human', 'new technology', 'industry', 'development'}"
172,https://www.nsf.gov/pubs/2013/nsf13580/nsf13580.htm,"{'computer graphic', 'intelligent system', 'year', 'project develop', 'review process', 'four year'}"
173,https://www.nsf.gov/pubs/2013/nsf13574/nsf13574.htm,"{'property', 'development'}"
174,https://www.nsf.gov/pubs/2013/nsf13570/nsf13570.htm,"{'biomedical', 'support interface', 'science foundation', 'health', 'biomedical science', 'national science', 'national institute', 'statistic'}"
175,https://www.nsf.gov/pubs/2013/nsf13564/nsf13564.htm,"{'engineering', 'foundation nsf', 'science foundation', 'energy', 'directorate engineering', 'national science'}"
176,https://www.nsf.gov/pubs/2013/nsf13563/nsf13563.htm,{'computing information'}
177,https://www.nsf.gov/pubs/2013/nsf13561/nsf13561.htm,"{'area', 'production', 'distribution technology', 'industry', 'development'}"
178,https://www.nsf.gov/pubs/2013/nsf13558/nsf13558.htm,"{'engineering', 'material', 'support effort', 'science engineering'}"
179,https://www.nsf.gov/pubs/2013/nsf13545/nsf13545.htm,"{'year', 'foundation nsf', 'science foundation', 'area', 'national science'}"
180,https://www.nsf.gov/pubs/2013/nsf13543/nsf13543.htm,"{'support system', 'learning', 'process modeling', 'modeling', 'decision support', 'clinical practice', 'science foundation', 'nih', 'health', 'area', 'national science', 'national institute', 'machine learning', 'foundation nsf', 'development'}"
181,https://www.nsf.gov/pubs/2013/nsf13539/nsf13539.htm,"{'engineering', 'science engineering', 'information science', 'science foundation', 'service', 'national science', 'computer information'}"
182,https://www.nsf.gov/pubs/2013/nsf13538/nsf13538.htm,{'general'}
183,https://www.nsf.gov/pubs/2013/nsf13537/nsf13537.htm,"{'engineering', 'foundation nsf', 'science foundation', 'brown jr', 'george brown', 'jr network', 'engineering simulation', 'network earthquake', 'earthquake engineering', 'national science'}"
184,https://www.nsf.gov/pubs/2013/nsf13531/nsf13531.htm,"{'energy transport', 'energy'}"
185,https://www.nsf.gov/pubs/2013/nsf13510/nsf13510.htm,{'discovery'}
186,https://www.nsf.gov/pubs/2013/nsf13507/nsf13507.htm,{'high performance'}
187,https://www.nsf.gov/pubs/2013/nsf13502/nsf13502.htm,{'general'}
188,https://www.nsf.gov/pubs/2013/nsf13500/nsf13500.htm,"{'engineering', 'science engineering'}"
189,https://www.nsf.gov/pubs/2012/nsf12614/nsf12614.htm,{'social science'}
190,https://www.nsf.gov/pubs/2012/nsf12610/nsf12610.htm,"{'engineering', 'advance understanding', 'science engineering'}"
191,https://www.nsf.gov/pubs/2012/nsf12607/nsf12607.htm,"{'science foundation', 'nih', 'health', 'area', 'national science', 'national institute', 'nasa', 'united state', 'foundation nsf', 'robotics', 'application area', 'development'}"
192,https://www.nsf.gov/pubs/2012/nsf12598/nsf12598.htm,"{'experimental study', 'physic', 'wave propagation', 'theoretical experimental', 'composition', 'material', 'property'}"
193,https://www.nsf.gov/pubs/2012/nsf12597/nsf12597.htm,"{'engineering', 'development', 'communication', 'science technology'}"
194,https://www.nsf.gov/pubs/2012/nsf12593/nsf12593.htm,"{'foundation nsf', 'material', 'science foundation', 'national science'}"
195,https://www.nsf.gov/pubs/2012/nsf12583/nsf12583.htm,"{'engineering', 'science foundation', 'area', 'directorate engineering', 'national science'}"
196,https://www.nsf.gov/pubs/2012/nsf12580/nsf12580.htm,"{'computer graphic', 'intelligent system', 'year', 'project develop', 'small medium', 'review process', 'project funded', 'four year'}"
197,https://www.nsf.gov/pubs/2012/nsf12561/nsf12561.htm,"{'biomedical', 'support interface', 'science foundation', 'health', 'biomedical science', 'national science', 'national institute', 'statistic'}"
198,https://www.nsf.gov/pubs/2012/nsf12549/nsf12549.htm,"{'engineering', 'data mining', 'science engineering', 'computational science', 'processing', 'discovery', 'information processing', 'statistic', 'computational method', 'development'}"
199,https://www.nsf.gov/pubs/2012/nsf12547/nsf12547.htm,"{'dynamic', 'dynamic system'}"
200,https://www.nsf.gov/pubs/2012/nsf12546/nsf12546.htm,"{'engineering', 'science engineering', 'information science', 'science foundation', 'service', 'national science', 'computer information'}"
201,https://www.nsf.gov/pubs/2012/nsf12545/nsf12545.htm,"{'engineering', 'foundation nsf', 'science foundation', 'statistic', 'united state', 'science engineering', 'science technology', 'national science'}"
202,https://www.nsf.gov/pubs/2012/nsf12544/nsf12544.htm,"{'year', 'foundation nsf', 'science foundation', 'area', 'industry', 'industry future', 'nanotechnology', 'national science'}"
203,https://www.nsf.gov/pubs/2012/nsf12543/nsf12543.htm,"{'technology transfer', 'engineering', 'small business', 'business', 'business technology'}"
204,https://www.nsf.gov/pubs/2012/nsf12540/nsf12540.htm,"{'science computer', 'area', 'computer information', 'information science'}"
205,https://www.nsf.gov/pubs/2012/nsf12520/nsf12520.htm,"{'support system', 'information technology', 'energy', 'science engineering', 'power grid', 'chemical', 'material', 'development', 'engineering', 'range application', 'renewable energy', 'security', 'health', 'production', 'system engineering', 'engineering high', 'system application', 'traffic', 'science technology', 'civil', 'management', 'wide range'}"
206,https://www.nsf.gov/pubs/2012/nsf12512/nsf12512.htm,"{'learning', 'process modeling', 'modeling', 'health', 'machine learning'}"
207,https://www.nsf.gov/pubs/2012/nsf12510/nsf12510.htm,"{'mm', 'statistic', 'development'}"
208,https://www.nsf.gov/pubs/2012/nsf12503/nsf12503.htm,{'computer science'}
209,https://www.nsf.gov/pubs/2012/nsf12502/nsf12502.htm,"{'foundation nsf', 'science foundation', 'algorithm', 'national science', 'chemical'}"
210,https://www.nsf.gov/pubs/2012/nsf12499/nsf12499.htm,"{'engineering', 'big data', 'science engineering', 'data science'}"
211,https://www.nsf.gov/pubs/2011/nsf11584/nsf11584.htm,"{'project develop', 'social science', 'computer science'}"
212,https://www.nsf.gov/pubs/2011/nsf11576/nsf11576.htm,"{'engineering', 'year'}"
213,https://www.nsf.gov/pubs/2011/nsf11571/nsf11571.htm,"{'engineering', 'science foundation', 'area', 'directorate engineering', 'national science'}"
214,https://www.nsf.gov/pubs/2011/nsf11570/nsf11570.htm,"{'science foundation', 'area', 'cooperative center', 'national science'}"
215,https://www.nsf.gov/pubs/2011/nsf11566/nsf11566.htm,"{'engineering', 'civil', 'experimentation', 'science foundation', 'brown jr', 'discovery', 'network earthquake', 'national science', 'jr network', 'directorate engineering', 'engineering simulation', 'earthquake engineering', 'foundation nsf', 'george brown', 'geotechnical'}"
216,https://www.nsf.gov/pubs/2011/nsf11556/nsf11556.htm,"{'project develop', 'intelligent system'}"
217,https://www.nsf.gov/pubs/2011/nsf11553/nsf11553.htm,"{'science foundation', 'nih', 'health', 'area', 'national science', 'national institute', 'nasa', 'united state', 'foundation nsf', 'robotics', 'application area', 'industry', 'development'}"
218,https://www.nsf.gov/pubs/2011/nsf11552/nsf11552.htm,"{'product', 'energy', 'area', 'chemical', 'chemistry', 'industry'}"
219,https://www.nsf.gov/pubs/2011/nsf11545/nsf11545.htm,{'discovery'}
220,https://www.nsf.gov/pubs/2011/nsf11535/nsf11535.htm,"{'earth science', 'composition', 'property'}"
221,https://www.nsf.gov/pubs/2011/nsf11530/nsf11530.htm,"{'science foundation', 'national science'}"
222,https://www.nsf.gov/pubs/2011/nsf11523/nsf11523.htm,"{'year', 'three year', 'development'}"
223,https://www.nsf.gov/pubs/2011/nsf11516/nsf11516.htm,{'general'}
224,https://www.nsf.gov/pubs/2011/nsf11512/nsf11512.htm,"{'engineering', 'brown jr', 'george brown', 'jr network', 'engineering simulation', 'civil', 'network earthquake', 'earthquake engineering'}"
225,https://www.nsf.gov/pubs/2011/nsf11509/nsf11509.htm,"{'engineering', 'computer science', 'computer information', 'directorate engineering', 'science engineering', 'information science'}"
226,https://www.nsf.gov/pubs/2011/nsf11507/nsf11507.htm,"{'engineering', 'engineering education'}"
227,https://www.nsf.gov/pubs/2011/nsf11505/nsf11505.htm,"{'theoretical foundation', 'computer science'}"
228,https://www.nsf.gov/pubs/2011/nsf11502/nsf11502.htm,"{'engineering', 'algorithm', 'science engineering', 'engineering education', 'discovery', 'wide range'}"
229,https://www.nsf.gov/pubs/2010/nsf10618/nsf10618.htm,"{'foundation nsf', 'industry future', 'science foundation', 'area', 'industry', 'nanotechnology', 'national science'}"
230,https://www.nsf.gov/pubs/2010/nsf10614/nsf10614.htm,"{'engineering', 'foundation nsf', 'science computer', 'science foundation', 'computer information', 'industry', 'directorate engineering', 'science engineering', 'information science', 'national science'}"
231,https://www.nsf.gov/pubs/2010/nsf10613/nsf10613.htm,"{'conversion storage', 'conversion', 'energy', 'solar energy'}"
232,https://www.nsf.gov/pubs/2010/nsf10612/nsf10612.htm,{'dynamic'}
233,https://www.nsf.gov/pubs/2010/nsf10600/nsf10600.htm,{'general'}
234,https://www.nsf.gov/pubs/2010/nsf10591/nsf10591.htm,"{'engineering', 'graduate student', 'science engineering'}"
235,https://www.nsf.gov/pubs/2010/nsf10583/nsf10583.htm,"{'computer science', 'science computer', 'social science', 'game'}"
236,https://www.nsf.gov/pubs/2010/nsf10579/nsf10579.htm,"{'biomedical', 'support interface', 'science foundation', 'health', 'biomedical science', 'national science', 'national institute', 'statistic'}"
237,https://www.nsf.gov/pubs/2010/nsf10577/nsf10577.htm,"{'modeling', 'area', 'understanding interplay', 'dynamic system', 'dynamic'}"
238,https://www.nsf.gov/pubs/2010/nsf10572/nsf10572.htm,"{'year', 'project develop', 'communication', 'four year'}"
239,https://www.nsf.gov/pubs/2010/nsf10571/nsf10571.htm,"{'computer graphic', 'intelligent system', 'year', 'project develop', 'small medium', 'review process', 'project funded', 'four year'}"
240,https://www.nsf.gov/pubs/2010/nsf10567/nsf10567.htm,{'development'}
241,https://www.nsf.gov/pubs/2010/nsf10564/nsf10564.htm,"{'engineering', 'science engineering', 'information science', 'computing information', 'computer information'}"
242,https://www.nsf.gov/pubs/2010/nsf10563/nsf10563.htm,"{'area', 'development'}"
243,https://www.nsf.gov/pubs/2010/nsf10549/nsf10549.htm,"{'department energy', 'engineering', 'energy', 'doe', 'science foundation', 'national science', 'technology program', 'directorate engineering'}"
244,https://www.nsf.gov/pubs/2010/nsf10540/nsf10540.htm,"{'foundation nsf', 'science foundation', 'algorithm', 'national science'}"
245,https://www.nsf.gov/pubs/2010/nsf10533/nsf10533.htm,"{'engineering', 'experience undergraduate', 'science engineering', 'science foundation', 'health', 'national science', 'chemical', 'united state', 'directorate engineering', 'engineering division', 'foundation nsf', 'graduate student'}"
246,https://www.nsf.gov/pubs/2010/nsf10528/nsf10528.htm,"{'engineering', 'science engineering', 'information science', 'theoretical experimental', 'computer information', 'design evaluate'}"
247,https://www.nsf.gov/pubs/2010/nsf10526/nsf10526.htm,"{'security', 'new technology', 'science foundation', 'national science', 'chemical', 'foundation nsf', 'material'}"
248,https://www.nsf.gov/pubs/2010/nsf10525/nsf10525.htm,"{'year', 'three year', 'development'}"
249,https://www.nsf.gov/pubs/2010/nsf10515/nsf10515.htm,"{'energy', 'control', 'search', 'traffic'}"
250,https://www.nsf.gov/pubs/2010/nsf10506/nsf10506.htm,"{'algorithm', 'science engineering', 'discovery', 'social science', 'material', 'industry', 'development', 'engineering', 'student several', 'engineering education', 'area', 'graduate student', 'four year', 'year', 'thematic area', 'five year', 'wide range'}"
251,https://www.nsf.gov/pubs/2010/nsf10502/nsf10502.htm,"{'engineering', 'learning', 'engineering education'}"
252,https://www.nsf.gov/pubs/2009/nsf09610/nsf09610.htm,"{'engineering', 'foundation nsf', 'science foundation', 'complex system', 'directorate engineering', 'national science'}"
253,https://www.nsf.gov/pubs/2009/nsf09607/nsf09607.htm,"{'engineering', 'science engineering', 'graduate student', 'business', 'industry', 'science technology'}"
254,https://www.nsf.gov/pubs/2009/nsf09606/nsf09606.htm,"{'engineering', 'directorate engineering', 'national science', 'science foundation'}"
255,https://www.nsf.gov/pubs/2009/nsf09604/nsf09604.htm,"{'energy', 'science area', 'area', 'material science', 'chemical', 'conversion', 'chemistry', 'conversion storage', 'material', 'solar energy'}"
256,https://www.nsf.gov/pubs/2009/nsf09563/nsf09563.htm,{'perception'}
257,https://www.nsf.gov/pubs/2009/nsf09559/nsf09559.htm,"{'computer science', 'algorithm', 'new technology', 'social science', 'property', 'development'}"
258,https://www.nsf.gov/pubs/2009/nsf09557/nsf09557.htm,"{'project develop', 'intelligent system'}"
259,https://www.nsf.gov/pubs/2009/nsf09552/nsf09552.htm,"{'chemical', 'chemistry', 'broad spectrum', 'development'}"
260,https://www.nsf.gov/pubs/2009/nsf09549/nsf09549.htm,"{'engineering', 'learning', 'higher education', 'broad range', 'teaching', 'graduate program', 'graduate student', 'science technology'}"
261,https://www.nsf.gov/pubs/2009/nsf09542/nsf09542.htm,{'broad range'}
262,https://www.nsf.gov/pubs/2009/nsf09539/nsf09539.htm,"{'physic', 'wave propagation', 'composition', 'material', 'property'}"
263,https://www.nsf.gov/pubs/2009/nsf09538/nsf09538.htm,"{'transport process', 'science focus'}"
264,https://www.nsf.gov/pubs/2009/nsf09532/nsf09532.html,"{'security', 'new technology', 'science foundation', 'national science', 'chemical', 'foundation nsf', 'material'}"
265,https://www.nsf.gov/pubs/2009/nsf09524/nsf09524.htm,"{'engineering', 'civil', 'experimentation', 'science foundation', 'brown jr', 'discovery', 'network earthquake', 'national science', 'jr network', 'directorate engineering', 'engineering simulation', 'earthquake engineering', 'foundation nsf', 'george brown', 'geotechnical'}"
266,https://www.nsf.gov/pubs/2008/nsf08611/nsf08611.htm,"{'energy', 'control', 'search', 'traffic'}"
267,https://www.nsf.gov/pubs/2008/nsf08610/nsf08610.htm,"{'engineering', 'learning', 'engineering education', 'user interface', 'used develop', 'communication'}"
268,https://www.nsf.gov/pubs/2008/nsf08599/nsf08599.htm,"{'engineering', 'long term', 'science foundation', 'area', 'specific area', 'national science', 'directorate engineering'}"
269,https://www.nsf.gov/pubs/2008/nsf08598/nsf08598.htm,"{'energy', 'area', 'material science', 'chemical', 'conversion', 'chemistry', 'conversion storage', 'material', 'solar energy'}"
270,https://www.nsf.gov/pubs/2008/nsf08593/nsf08593.htm,"{'engineering', 'year', 'science foundation', 'national science', 'united state', 'three year', 'science technology'}"
271,https://www.nsf.gov/pubs/2008/nsf08586/nsf08586.htm,"{'engineering', 'engineering activity', 'science engineering', 'science foundation', 'discovery', 'developing new', 'national science', 'decision making', 'particular focus', 'dynamic', 'foundation nsf', 'development', 'science technology'}"
272,https://www.nsf.gov/pubs/2008/nsf08584/nsf08584.htm,"{'embedded system', 'physic', 'industry'}"
273,https://www.nsf.gov/pubs/2008/nsf08575/nsf08575.htm,"{'project develop', 'intelligent system'}"
274,https://www.nsf.gov/pubs/2008/nsf08574/nsf08574.htm,"{'engineering', 'computational data', 'civil', 'science foundation', 'brown jr', 'service', 'discovery', 'network earthquake', 'national science', 'united state', 'jr network', 'directorate engineering', 'engineering simulation', 'earthquake engineering', 'foundation nsf', 'george brown', 'geotechnical', 'management'}"
275,https://www.nsf.gov/pubs/2008/nsf08568/nsf08568.htm,{'computing information'}
276,https://www.nsf.gov/pubs/2008/nsf08566/nsf08566.htm,"{'biomedical', 'development new', 'development novel', 'doe', 'area', 'system level', 'fundamental aspect', 'biomedical application', 'development'}"
277,https://www.nsf.gov/pubs/2008/nsf08563/nsf08563.htm,"{'science foundation', 'development', 'national science'}"
278,https://www.nsf.gov/pubs/2008/nsf08561/nsf08561.htm,"{'mm', 'statistic', 'development'}"
279,https://www.nsf.gov/pubs/2008/nsf08560/nsf08560.htm,"{'year', 'five year', 'distributed computing'}"
280,https://www.nsf.gov/pubs/2008/nsf08553/nsf08553.htm,{'science technology'}
281,https://www.nsf.gov/pubs/2008/nsf08542/nsf08542.htm,"{'engineering', 'learning', 'engineering education', 'retention', 'teaching', 'assessment', 'business'}"
282,https://www.nsf.gov/pubs/2008/nsf08538/nsf08538.htm,"{'engineering', 'science engineering', 'control', 'dynamic', 'computer system'}"
283,https://www.nsf.gov/pubs/2008/nsf08534/nsf08534.htm,"{'security', 'new technology', 'science foundation', 'national science', 'foundation nsf', 'material'}"
284,https://www.nsf.gov/pubs/2008/nsf08524/nsf08524.htm,"{'dynamic', 'understanding dynamic'}"
285,https://www.nsf.gov/pubs/2008/nsf08521/nsf08521.htm,{'communication'}
286,https://www.nsf.gov/pubs/2008/nsf08520/nsf08520.htm,"{'engineering', 'engineering activity', 'science engineering', 'science foundation', 'discovery', 'developing new', 'national science', 'decision making', 'particular focus', 'dynamic', 'foundation nsf', 'development', 'science technology'}"
287,https://www.nsf.gov/pubs/2008/nsf08519/nsf08519.htm,"{'engineering', 'civil', 'experimentation', 'science foundation', 'brown jr', 'discovery', 'network earthquake', 'national science', 'jr network', 'directorate engineering', 'engineering simulation', 'earthquake engineering', 'foundation nsf', 'george brown', 'geotechnical', 'development'}"
288,https://www.nsf.gov/pubs/2008/nsf08517/nsf08517.htm,"{'engineering', 'science engineering', 'information science', 'area', 'communication', 'science technology'}"
289,https://www.nsf.gov/pubs/2008/nsf08514/nsf08514.htm,"{'computer science', 'advance understanding', 'nih', 'theoretical foundation'}"
290,https://www.nsf.gov/pubs/2008/nsf08513/nsf08513.htm,{'development'}
291,https://www.nsf.gov/pubs/2008/nsf08508/nsf08508.htm,"{'engineering', 'understanding dynamic', 'science engineering', 'engineering education', 'area', 'dynamic', 'development'}"
292,https://www.nsf.gov/pubs/2007/nsf07600/nsf07600.htm,"{'material', 'property', 'composition', 'development', 'structure property', 'performance material'}"
293,https://www.nsf.gov/pubs/2007/nsf07598/nsf07598.htm,{'dynamic'}
294,https://www.nsf.gov/pubs/2007/nsf07592/nsf07592.htm,{'computing information'}
295,https://www.nsf.gov/pubs/2007/nsf07590/nsf07590.htm,"{'tissue understanding', 'nanotechnology', 'material', 'development', 'nanomaterials'}"
296,https://www.nsf.gov/pubs/2007/nsf07579/nsf07579.htm,"{'engineering', 'long term', 'science foundation', 'area', 'specific area', 'national science', 'directorate engineering', 'prediction'}"
297,https://www.nsf.gov/pubs/2007/nsf07568/nsf07568.htm,"{'biomedical', 'software development', 'development novel', 'doe', 'area', 'system level', 'development'}"
298,https://www.nsf.gov/pubs/2007/nsf07565/nsf07565.htm,"{'product', 'software development', 'information science', 'ontology', 'development'}"
299,https://www.nsf.gov/pubs/2007/nsf07556/nsf07556.htm,"{'year', 'three year', 'dynamic', 'property'}"
300,https://www.nsf.gov/pubs/2007/nsf07547/nsf07547.htm,"{'engineering', 'science engineering', 'science foundation', 'discovery', 'developing new', 'national science', 'decision making', 'dynamic', 'foundation nsf', 'development'}"
301,https://www.nsf.gov/pubs/2007/nsf07545/nsf07545.htm,"{'security', 'new technology', 'science foundation', 'national science', 'foundation nsf', 'material'}"
302,https://www.nsf.gov/pubs/2007/nsf07543/nsf07543.htm,"{'engineering', 'learning', 'teaching', 'material', 'support effort', 'development', 'science technology'}"
303,https://www.nsf.gov/pubs/2007/nsf07541/nsf07541.htm,"{'engineering', 'focus improving', 'science engineering', 'particularly interested', 'intellectual property', 'issue involving', 'undergraduate graduate', 'graduate student', 'property'}"
304,https://www.nsf.gov/pubs/2007/nsf07535/nsf07535.htm,"{'algorithm', 'science foundation', 'team conduct', 'national science', 'information retrieval', 'prediction', 'development'}"
305,https://www.nsf.gov/pubs/2007/nsf07534/nsf07534.htm,"{'computer science', 'area'}"
306,https://www.nsf.gov/pubs/2007/nsf07529/nsf07529.htm,"{'engineering', 'teaching', 'higher education', 'science technology'}"
307,https://www.nsf.gov/pubs/2007/nsf07523/nsf07523.htm,"{'engineering', 'science engineering', 'information science', 'area', 'computer information'}"
308,https://www.nsf.gov/pubs/2007/nsf07517/nsf07517.htm,"{'engineering', 'science foundation', 'area', 'principal investigator', 'national science', 'chemistry', 'communication', 'received nsf', 'foundation nsf'}"
309,https://www.nsf.gov/pubs/2007/nsf07506/nsf07506.htm,"{'engineering', 'brown jr', 'george brown', 'jr network', 'engineering simulation', 'civil', 'network earthquake', 'earthquake engineering'}"
310,https://www.nsf.gov/pubs/2007/nsf07505/nsf07505.htm,{'design software'}
311,https://www.nsf.gov/pubs/2007/nsf07504/nsf07504.htm,"{'control', 'service', 'dynamic', 'computer system', 'microprocessor'}"
312,https://www.nsf.gov/pubs/2007/nsf07500/nsf07500.htm,{'general'}
313,https://www.nsf.gov/pubs/2006/nsf06610/nsf06610.htm,{'service'}
314,https://www.nsf.gov/pubs/2006/nsf06607/nsf06607.htm,"{'health', 'area', 'national institute', 'statistic'}"
315,https://www.nsf.gov/pubs/2006/nsf06602/nsf06602.htm,"{'engineering', 'science engineering', 'nih', 'health', 'national institute', 'japan', 'graduate student'}"
316,https://www.nsf.gov/pubs/2006/nsf06595/nsf06595.htm,"{'engineering', 'foundation nsf', 'science foundation', 'property', 'engineering education', 'area', 'science engineering', 'structure property', 'national science'}"
317,https://www.nsf.gov/pubs/2006/nsf06592/nsf06592.htm,"{'engineering', 'year', 'science foundation', 'national science', 'united state', 'three year', 'science technology'}"
318,https://www.nsf.gov/pubs/2006/nsf06588/nsf06588.htm,{'general'}
319,https://www.nsf.gov/pubs/2006/nsf06587/nsf06587.htm,{'dynamic'}
320,https://www.nsf.gov/pubs/2006/nsf06576/nsf06576.htm,{'earth science'}
321,https://www.nsf.gov/pubs/2006/nsf06572/nsf06572.htm,"{'engineering', 'project develop', 'computing information', 'engineering education', 'area', 'science engineering', 'intelligent system'}"
322,https://www.nsf.gov/pubs/2006/nsf06570/nsf06570.htm,"{'system level', 'development novel', 'development'}"
323,https://www.nsf.gov/pubs/2006/nsf06566/nsf06566.htm,"{'engineering', 'biomedical', 'imaging', 'biomedical engineering', 'area', 'aging', 'tissue engineering', 'current area', 'development'}"
324,https://www.nsf.gov/pubs/2006/nsf06563/nsf06563.htm,"{'chemical', 'chemistry', 'broad spectrum', 'development'}"
325,https://www.nsf.gov/pubs/2006/nsf06562/nsf06562.htm,"{'earth science', 'composition', 'property'}"
326,https://www.nsf.gov/pubs/2006/nsf06561/nsf06561.htm,"{'modeling', 'chemistry', 'dynamic'}"
327,https://www.nsf.gov/pubs/2006/nsf06559/nsf06559.htm,"{'broad range', 'computational science', 'science foundation', 'national science', 'statistic', 'academic program', 'foundation nsf'}"
328,https://www.nsf.gov/pubs/2006/nsf06557/nsf06557.htm,{'perception'}
329,https://www.nsf.gov/pubs/2006/nsf06546/nsf06546.htm,"{'physic', 'wave propagation', 'composition', 'material', 'property'}"
330,https://www.nsf.gov/pubs/2006/nsf06545/nsf06545.htm,"{'particular attention', 'science focus', 'area', 'chemical', 'process requires', 'biological process', 'transport process', 'wide range'}"
331,https://www.nsf.gov/pubs/2006/nsf06544/nsf06544.htm,{'broad range'}
332,https://www.nsf.gov/pubs/2006/nsf06536/nsf06536.htm,"{'engineering', 'learning', 'teaching', 'material', 'support effort', 'development', 'science technology'}"
333,https://www.nsf.gov/pubs/2006/nsf06535/nsf06535.htm,"{'engineering', 'technology learning', 'learning', 'computer science', 'information technology', 'modeling', 'natural language', 'area', 'computer information', 'knowledge management', 'assessment', 'management', 'science technology'}"
334,https://www.nsf.gov/pubs/2006/nsf06524/nsf06524.htm,"{'engineering', 'year', 'graduate student', 'focus improving', 'science engineering'}"
335,https://www.nsf.gov/pubs/2006/nsf06519/nsf06519.htm,"{'year', 'united state'}"
336,https://www.nsf.gov/pubs/2006/nsf06517/nsf06517.htm,{'general'}
337,https://www.nsf.gov/pubs/2006/nsf06516/nsf06516.htm,"{'manufacturing education', 'communication'}"
338,https://www.nsf.gov/pubs/2006/nsf06509/nsf06509.htm,"{'engineering', 'understanding dynamic', 'science engineering', 'engineering education', 'area', 'dynamic', 'development'}"
339,https://www.nsf.gov/pubs/2005/nsf05629/nsf05629.htm,"{'service', 'computer system', 'microprocessor'}"
340,https://www.nsf.gov/pubs/2005/nsf05628/nsf05628.htm,{'service'}
341,https://www.nsf.gov/pubs/2005/nsf05626/nsf05626.htm,"{'engineering', 'science engineering', 'information science', 'area', 'computer information'}"
342,https://www.nsf.gov/pubs/2005/nsf05620/nsf05620.htm,"{'engineering', 'computer science', 'objective program', 'area', 'system design', 'development'}"
343,https://www.nsf.gov/pubs/2005/nsf05617/nsf05617.htm,"{'engineering', 'science engineering', 'nih', 'health', 'national institute', 'japan', 'graduate student'}"
344,https://www.nsf.gov/pubs/2005/nsf05616/nsf05616.htm,"{'experimental computational', 'foundation nsf', 'science foundation', 'national laboratory', 'national science'}"
345,https://www.nsf.gov/pubs/2005/nsf05611/nsf05611.htm,"{'biomedical', 'imaging', 'institute biomedical', 'science foundation', 'nih', 'imaging bioengineering', 'health', 'bioinformatics', 'biomedical imaging', 'national science', 'national institute', 'foundation nsf'}"
346,https://www.nsf.gov/pubs/2005/nsf05610/nsf05610.htm,"{'engineering', 'science engineering', 'science foundation', 'engineering education', 'area', 'national science', 'foundation nsf', 'science technology'}"
347,https://www.nsf.gov/pubs/2005/nsf05607/nsf05607.htm,"{'science foundation', 'area', 'scientific meeting', 'foundation award', 'national science'}"
348,https://www.nsf.gov/pubs/2005/nsf05601/nsf05601.htm,"{'engineering', 'year', 'science foundation', 'national science', 'united state', 'three year', 'science technology'}"
349,https://www.nsf.gov/pubs/2005/nsf05588/nsf05588.htm,"{'engineering technology', 'engineering', 'science engineering', 'area', 'science technology'}"
350,https://www.nsf.gov/pubs/2005/nsf05577/nsf05577.htm,{'management'}
351,https://www.nsf.gov/pubs/2005/nsf05576/nsf05576.htm,"{'foundation computing', 'cluster support', 'communication'}"
352,https://www.nsf.gov/pubs/2005/nsf05570/nsf05570.htm,"{'dynamic', 'data driven'}"
353,https://www.nsf.gov/pubs/2005/nsf05561/nsf05561.htm,{'learning'}
354,https://www.nsf.gov/pubs/2005/nsf05554/nsf05554.htm,{'dynamic'}
355,https://www.nsf.gov/pubs/2005/nsf05551/nsf05551.htm,{'intelligent system'}
356,https://www.nsf.gov/pubs/2005/nsf05547/nsf05547.htm,"{'engineering', 'foundation nsf', 'science foundation', 'directorate engineering', 'national science'}"
357,https://www.nsf.gov/pubs/2005/nsf05536/nsf05536.htm,{'development'}
358,https://www.nsf.gov/pubs/2005/nsf05532/nsf05532.htm,"{'engineering', 'science engineering'}"
359,https://www.nsf.gov/pubs/2005/nsf05527/nsf05527.htm,"{'engineering', 'brown jr', 'mechanical system', 'system directorate', 'george brown', 'jr network', 'engineering simulation', 'civil', 'network earthquake', 'earthquake engineering'}"
360,https://www.nsf.gov/pubs/2005/nsf05526/nsf05526.htm,"{'sensor network', 'foundation nsf', 'national science', 'science foundation'}"
361,https://www.nsf.gov/pubs/2005/nsf05522/nsf05522.htm,"{'material', 'property', 'composition', 'development', 'structure property', 'performance material'}"
362,https://www.nsf.gov/pubs/2005/nsf05520/nsf05520.htm,"{'dynamic', 'area'}"
363,https://www.nsf.gov/pubs/2005/nsf05518/nsf05518.htm,{'general'}
364,https://www.nsf.gov/pubs/2005/nsf05517/nsf05517.htm,"{'engineering', 'science engineering', 'phd', 'program ha', 'development'}"
365,https://www.nsf.gov/pubs/2005/nsf05509/nsf05509.htm,{'learning'}
366,https://www.nsf.gov/pubs/2005/nsf05505/nsf05505.htm,{'communication'}
367,https://www.nsf.gov/pubs/2005/nsf05504/nsf05504.htm,{'industry'}
368,https://www.nsf.gov/pubs/2005/nsf05500/nsf05500.htm,{'theoretical foundation'}
369,https://www.nsf.gov/pubs/2004/nsf04615/nsf04615.htm,"{'national science', 'science foundation'}"
370,https://www.nsf.gov/pubs/2004/nsf04609/nsf04609.htm,"{'service', 'computer system', 'microprocessor'}"
371,https://www.nsf.gov/pubs/2004/nsf04600/nsf04600.htm,{'general'}
372,https://www.nsf.gov/pubs/2004/nsf04594/nsf04594.htm,"{'engineering', 'highest honor', 'science foundation', 'national science', 'teaching', 'foundation nsf', 'science technology'}"
