Proposal Link,Identified Skills
https://www.nsf.gov/pubs/2010/nsf10600/nsf10600.htm,general
https://www.nsf.gov/pubs/2010/nsf10591/nsf10591.htm,engineering; graduate student; science engineering
https://www.nsf.gov/pubs/2010/nsf10583/nsf10583.htm,computer science; game; science computer; social science
https://www.nsf.gov/pubs/2010/nsf10579/nsf10579.htm,biomedical; biomedical science; health; national institute; national science; science foundation; statistic; support interface
https://www.nsf.gov/pubs/2010/nsf10577/nsf10577.htm,area; dynamic; dynamic system; modeling; understanding interplay
https://www.nsf.gov/pubs/2010/nsf10572/nsf10572.htm,communication; four year; project develop; year
https://www.nsf.gov/pubs/2010/nsf10571/nsf10571.htm,computer graphic; four year; intelligent system; project develop; project funded; review process; small medium; year
https://www.nsf.gov/pubs/2010/nsf10567/nsf10567.htm,development
https://www.nsf.gov/pubs/2010/nsf10564/nsf10564.htm,computer information; computing information; engineering; information science; science engineering
https://www.nsf.gov/pubs/2010/nsf10563/nsf10563.htm,area; development
https://www.nsf.gov/pubs/2010/nsf10549/nsf10549.htm,department energy; directorate engineering; doe; energy; engineering; national science; science foundation; technology program
https://www.nsf.gov/pubs/2010/nsf10540/nsf10540.htm,algorithm; foundation nsf; national science; science foundation
https://www.nsf.gov/pubs/2010/nsf10533/nsf10533.htm,chemical; directorate engineering; engineering; engineering division; experience undergraduate; foundation nsf; graduate student; health; national science; science engineering; science foundation; united state
https://www.nsf.gov/pubs/2010/nsf10528/nsf10528.htm,computer information; design evaluate; engineering; information science; science engineering; theoretical experimental
https://www.nsf.gov/pubs/2010/nsf10526/nsf10526.htm,chemical; foundation nsf; material; national science; new technology; science foundation; security
https://www.nsf.gov/pubs/2010/nsf10525/nsf10525.htm,development; three year; year
https://www.nsf.gov/pubs/2010/nsf10515/nsf10515.htm,control; energy; search; traffic
https://www.nsf.gov/pubs/2010/nsf10506/nsf10506.htm,algorithm; area; development; discovery; engineering; engineering education; five year; four year; graduate student; industry; material; science engineering; social science; student several; thematic area; wide range; year
https://www.nsf.gov/pubs/2010/nsf10502/nsf10502.htm,engineering; engineering education; learning
https://www.nsf.gov/pubs/2009/nsf09610/nsf09610.htm,complex system; directorate engineering; engineering; foundation nsf; national science; science foundation
https://www.nsf.gov/pubs/2009/nsf09607/nsf09607.htm,business; engineering; graduate student; industry; science engineering; science technology
https://www.nsf.gov/pubs/2009/nsf09606/nsf09606.htm,directorate engineering; engineering; national science; science foundation
https://www.nsf.gov/pubs/2009/nsf09604/nsf09604.htm,area; chemical; chemistry; conversion; conversion storage; energy; material; material science; science area; solar energy
https://www.nsf.gov/pubs/2009/nsf09563/nsf09563.htm,perception
https://www.nsf.gov/pubs/2009/nsf09559/nsf09559.htm,algorithm; computer science; development; new technology; property; social science
https://www.nsf.gov/pubs/2009/nsf09557/nsf09557.htm,intelligent system; project develop
https://www.nsf.gov/pubs/2009/nsf09552/nsf09552.htm,broad spectrum; chemical; chemistry; development
https://www.nsf.gov/pubs/2009/nsf09549/nsf09549.htm,broad range; engineering; graduate program; graduate student; higher education; learning; science technology; teaching
https://www.nsf.gov/pubs/2009/nsf09542/nsf09542.htm,broad range
https://www.nsf.gov/pubs/2009/nsf09539/nsf09539.htm,composition; material; physic; property; wave propagation
https://www.nsf.gov/pubs/2009/nsf09538/nsf09538.htm,science focus; transport process
https://www.nsf.gov/pubs/2009/nsf09532/nsf09532.html,chemical; foundation nsf; material; national science; new technology; science foundation; security
https://www.nsf.gov/pubs/2009/nsf09524/nsf09524.htm,brown jr; civil; directorate engineering; discovery; earthquake engineering; engineering; engineering simulation; experimentation; foundation nsf; george brown; geotechnical; jr network; national science; network earthquake; science foundation
https://www.nsf.gov/pubs/2008/nsf08611/nsf08611.htm,control; energy; search; traffic
https://www.nsf.gov/pubs/2008/nsf08610/nsf08610.htm,communication; engineering; engineering education; learning; used develop; user interface
https://www.nsf.gov/pubs/2008/nsf08599/nsf08599.htm,area; directorate engineering; engineering; long term; national science; science foundation; specific area
https://www.nsf.gov/pubs/2008/nsf08598/nsf08598.htm,area; chemical; chemistry; conversion; conversion storage; energy; material; material science; solar energy
https://www.nsf.gov/pubs/2008/nsf08593/nsf08593.htm,engineering; national science; science foundation; science technology; three year; united state; year
https://www.nsf.gov/pubs/2008/nsf08586/nsf08586.htm,decision making; developing new; development; discovery; dynamic; engineering; engineering activity; foundation nsf; national science; particular focus; science engineering; science foundation; science technology
https://www.nsf.gov/pubs/2008/nsf08584/nsf08584.htm,embedded system; industry; physic
https://www.nsf.gov/pubs/2008/nsf08575/nsf08575.htm,intelligent system; project develop
https://www.nsf.gov/pubs/2008/nsf08574/nsf08574.htm,brown jr; civil; computational data; directorate engineering; discovery; earthquake engineering; engineering; engineering simulation; foundation nsf; george brown; geotechnical; jr network; management; national science; network earthquake; science foundation; service; united state
https://www.nsf.gov/pubs/2008/nsf08568/nsf08568.htm,computing information
https://www.nsf.gov/pubs/2008/nsf08566/nsf08566.htm,area; biomedical; biomedical application; development; development new; development novel; doe; fundamental aspect; system level
https://www.nsf.gov/pubs/2008/nsf08563/nsf08563.htm,development; national science; science foundation
https://www.nsf.gov/pubs/2008/nsf08561/nsf08561.htm,development; mm; statistic
https://www.nsf.gov/pubs/2008/nsf08560/nsf08560.htm,distributed computing; five year; year
https://www.nsf.gov/pubs/2008/nsf08553/nsf08553.htm,science technology
https://www.nsf.gov/pubs/2008/nsf08542/nsf08542.htm,assessment; business; engineering; engineering education; learning; retention; teaching
https://www.nsf.gov/pubs/2008/nsf08538/nsf08538.htm,computer system; control; dynamic; engineering; science engineering
https://www.nsf.gov/pubs/2008/nsf08534/nsf08534.htm,foundation nsf; material; national science; new technology; science foundation; security
https://www.nsf.gov/pubs/2008/nsf08524/nsf08524.htm,dynamic; understanding dynamic
https://www.nsf.gov/pubs/2008/nsf08521/nsf08521.htm,communication
https://www.nsf.gov/pubs/2008/nsf08520/nsf08520.htm,decision making; developing new; development; discovery; dynamic; engineering; engineering activity; foundation nsf; national science; particular focus; science engineering; science foundation; science technology
https://www.nsf.gov/pubs/2008/nsf08519/nsf08519.htm,brown jr; civil; development; directorate engineering; discovery; earthquake engineering; engineering; engineering simulation; experimentation; foundation nsf; george brown; geotechnical; jr network; national science; network earthquake; science foundation
https://www.nsf.gov/pubs/2008/nsf08517/nsf08517.htm,area; communication; engineering; information science; science engineering; science technology
https://www.nsf.gov/pubs/2008/nsf08514/nsf08514.htm,advance understanding; computer science; nih; theoretical foundation
https://www.nsf.gov/pubs/2008/nsf08513/nsf08513.htm,development
https://www.nsf.gov/pubs/2008/nsf08508/nsf08508.htm,area; development; dynamic; engineering; engineering education; science engineering; understanding dynamic
https://www.nsf.gov/pubs/2007/nsf07600/nsf07600.htm,composition; development; material; performance material; property; structure property
https://www.nsf.gov/pubs/2007/nsf07598/nsf07598.htm,dynamic
https://www.nsf.gov/pubs/2007/nsf07592/nsf07592.htm,computing information
https://www.nsf.gov/pubs/2007/nsf07590/nsf07590.htm,development; material; nanomaterials; nanotechnology; tissue understanding
https://www.nsf.gov/pubs/2007/nsf07579/nsf07579.htm,area; directorate engineering; engineering; long term; national science; prediction; science foundation; specific area
https://www.nsf.gov/pubs/2007/nsf07568/nsf07568.htm,area; biomedical; development; development novel; doe; software development; system level
https://www.nsf.gov/pubs/2007/nsf07565/nsf07565.htm,development; information science; ontology; product; software development
https://www.nsf.gov/pubs/2007/nsf07556/nsf07556.htm,dynamic; property; three year; year
https://www.nsf.gov/pubs/2007/nsf07547/nsf07547.htm,decision making; developing new; development; discovery; dynamic; engineering; foundation nsf; national science; science engineering; science foundation
https://www.nsf.gov/pubs/2007/nsf07545/nsf07545.htm,foundation nsf; material; national science; new technology; science foundation; security
https://www.nsf.gov/pubs/2007/nsf07543/nsf07543.htm,development; engineering; learning; material; science technology; support effort; teaching
https://www.nsf.gov/pubs/2007/nsf07541/nsf07541.htm,engineering; focus improving; graduate student; intellectual property; issue involving; particularly interested; property; science engineering; undergraduate graduate
https://www.nsf.gov/pubs/2007/nsf07535/nsf07535.htm,algorithm; development; information retrieval; national science; prediction; science foundation; team conduct
https://www.nsf.gov/pubs/2007/nsf07534/nsf07534.htm,area; computer science
https://www.nsf.gov/pubs/2007/nsf07529/nsf07529.htm,engineering; higher education; science technology; teaching
https://www.nsf.gov/pubs/2007/nsf07523/nsf07523.htm,area; computer information; engineering; information science; science engineering
https://www.nsf.gov/pubs/2007/nsf07517/nsf07517.htm,area; chemistry; communication; engineering; foundation nsf; national science; principal investigator; received nsf; science foundation
https://www.nsf.gov/pubs/2007/nsf07506/nsf07506.htm,brown jr; civil; earthquake engineering; engineering; engineering simulation; george brown; jr network; network earthquake
https://www.nsf.gov/pubs/2007/nsf07505/nsf07505.htm,design software
https://www.nsf.gov/pubs/2007/nsf07504/nsf07504.htm,computer system; control; dynamic; microprocessor; service
https://www.nsf.gov/pubs/2007/nsf07500/nsf07500.htm,general
https://www.nsf.gov/pubs/2006/nsf06610/nsf06610.htm,service
https://www.nsf.gov/pubs/2006/nsf06607/nsf06607.htm,area; health; national institute; statistic
https://www.nsf.gov/pubs/2006/nsf06602/nsf06602.htm,engineering; graduate student; health; japan; national institute; nih; science engineering
https://www.nsf.gov/pubs/2006/nsf06595/nsf06595.htm,area; engineering; engineering education; foundation nsf; national science; property; science engineering; science foundation; structure property
https://www.nsf.gov/pubs/2006/nsf06592/nsf06592.htm,engineering; national science; science foundation; science technology; three year; united state; year
https://www.nsf.gov/pubs/2006/nsf06588/nsf06588.htm,general
https://www.nsf.gov/pubs/2006/nsf06587/nsf06587.htm,dynamic
https://www.nsf.gov/pubs/2006/nsf06576/nsf06576.htm,earth science
https://www.nsf.gov/pubs/2006/nsf06572/nsf06572.htm,area; computing information; engineering; engineering education; intelligent system; project develop; science engineering
https://www.nsf.gov/pubs/2006/nsf06570/nsf06570.htm,development; development novel; system level
https://www.nsf.gov/pubs/2006/nsf06566/nsf06566.htm,aging; area; biomedical; biomedical engineering; current area; development; engineering; imaging; tissue engineering
https://www.nsf.gov/pubs/2006/nsf06563/nsf06563.htm,broad spectrum; chemical; chemistry; development
https://www.nsf.gov/pubs/2006/nsf06562/nsf06562.htm,composition; earth science; property
https://www.nsf.gov/pubs/2006/nsf06561/nsf06561.htm,chemistry; dynamic; modeling
https://www.nsf.gov/pubs/2006/nsf06559/nsf06559.htm,academic program; broad range; computational science; foundation nsf; national science; science foundation; statistic
https://www.nsf.gov/pubs/2006/nsf06557/nsf06557.htm,perception
https://www.nsf.gov/pubs/2006/nsf06546/nsf06546.htm,composition; material; physic; property; wave propagation
https://www.nsf.gov/pubs/2006/nsf06545/nsf06545.htm,area; biological process; chemical; particular attention; process requires; science focus; transport process; wide range
https://www.nsf.gov/pubs/2006/nsf06544/nsf06544.htm,broad range
https://www.nsf.gov/pubs/2006/nsf06536/nsf06536.htm,development; engineering; learning; material; science technology; support effort; teaching
https://www.nsf.gov/pubs/2006/nsf06535/nsf06535.htm,area; assessment; computer information; computer science; engineering; information technology; knowledge management; learning; management; modeling; natural language; science technology; technology learning
https://www.nsf.gov/pubs/2006/nsf06524/nsf06524.htm,engineering; focus improving; graduate student; science engineering; year
https://www.nsf.gov/pubs/2006/nsf06519/nsf06519.htm,united state; year
https://www.nsf.gov/pubs/2006/nsf06517/nsf06517.htm,general
https://www.nsf.gov/pubs/2006/nsf06516/nsf06516.htm,communication; manufacturing education
https://www.nsf.gov/pubs/2006/nsf06509/nsf06509.htm,area; development; dynamic; engineering; engineering education; science engineering; understanding dynamic
https://www.nsf.gov/pubs/2005/nsf05629/nsf05629.htm,computer system; microprocessor; service
https://www.nsf.gov/pubs/2005/nsf05628/nsf05628.htm,service
https://www.nsf.gov/pubs/2005/nsf05626/nsf05626.htm,area; computer information; engineering; information science; science engineering
https://www.nsf.gov/pubs/2005/nsf05620/nsf05620.htm,area; computer science; development; engineering; objective program; system design
https://www.nsf.gov/pubs/2005/nsf05617/nsf05617.htm,engineering; graduate student; health; japan; national institute; nih; science engineering
https://www.nsf.gov/pubs/2005/nsf05616/nsf05616.htm,experimental computational; foundation nsf; national laboratory; national science; science foundation
https://www.nsf.gov/pubs/2005/nsf05611/nsf05611.htm,bioinformatics; biomedical; biomedical imaging; foundation nsf; health; imaging; imaging bioengineering; institute biomedical; national institute; national science; nih; science foundation
https://www.nsf.gov/pubs/2005/nsf05610/nsf05610.htm,area; engineering; engineering education; foundation nsf; national science; science engineering; science foundation; science technology
https://www.nsf.gov/pubs/2005/nsf05607/nsf05607.htm,area; foundation award; national science; science foundation; scientific meeting
https://www.nsf.gov/pubs/2005/nsf05601/nsf05601.htm,engineering; national science; science foundation; science technology; three year; united state; year
https://www.nsf.gov/pubs/2005/nsf05588/nsf05588.htm,area; engineering; engineering technology; science engineering; science technology
https://www.nsf.gov/pubs/2005/nsf05577/nsf05577.htm,management
https://www.nsf.gov/pubs/2005/nsf05576/nsf05576.htm,cluster support; communication; foundation computing
https://www.nsf.gov/pubs/2005/nsf05570/nsf05570.htm,data driven; dynamic
https://www.nsf.gov/pubs/2005/nsf05561/nsf05561.htm,learning
https://www.nsf.gov/pubs/2005/nsf05554/nsf05554.htm,dynamic
https://www.nsf.gov/pubs/2005/nsf05551/nsf05551.htm,intelligent system
https://www.nsf.gov/pubs/2005/nsf05547/nsf05547.htm,directorate engineering; engineering; foundation nsf; national science; science foundation
https://www.nsf.gov/pubs/2005/nsf05536/nsf05536.htm,development
https://www.nsf.gov/pubs/2005/nsf05532/nsf05532.htm,engineering; science engineering
https://www.nsf.gov/pubs/2005/nsf05527/nsf05527.htm,brown jr; civil; earthquake engineering; engineering; engineering simulation; george brown; jr network; mechanical system; network earthquake; system directorate
https://www.nsf.gov/pubs/2005/nsf05526/nsf05526.htm,foundation nsf; national science; science foundation; sensor network
https://www.nsf.gov/pubs/2005/nsf05522/nsf05522.htm,composition; development; material; performance material; property; structure property
https://www.nsf.gov/pubs/2005/nsf05520/nsf05520.htm,area; dynamic
https://www.nsf.gov/pubs/2005/nsf05518/nsf05518.htm,general
https://www.nsf.gov/pubs/2005/nsf05517/nsf05517.htm,development; engineering; phd; program ha; science engineering
https://www.nsf.gov/pubs/2005/nsf05509/nsf05509.htm,learning
https://www.nsf.gov/pubs/2005/nsf05505/nsf05505.htm,communication
https://www.nsf.gov/pubs/2005/nsf05504/nsf05504.htm,industry
https://www.nsf.gov/pubs/2005/nsf05500/nsf05500.htm,theoretical foundation
https://www.nsf.gov/pubs/2004/nsf04615/nsf04615.htm,national science; science foundation
https://www.nsf.gov/pubs/2004/nsf04609/nsf04609.htm,computer system; microprocessor; service
https://www.nsf.gov/pubs/2004/nsf04600/nsf04600.htm,general
https://www.nsf.gov/pubs/2004/nsf04594/nsf04594.htm,engineering; foundation nsf; highest honor; national science; science foundation; science technology; teaching
https://www.nsf.gov/pubs/2004/nsf04589/nsf04589.htm,composition; earth science; property
https://www.nsf.gov/pubs/2004/nsf04581/nsf04581.htm,management; service
https://www.nsf.gov/pubs/2004/nsf04572/nsf04572.htm,area
https://www.nsf.gov/pubs/2004/nsf04570/nsf04570.htm,area; development; discovery; engineering; engineering community; fundamental understanding; industry; learning; processing; product; service
https://www.nsf.gov/pubs/2004/nsf04569/nsf04569.htm,general
https://www.nsf.gov/pubs/2004/nsf04552/nsf04552.htm,general
https://www.nsf.gov/pubs/2004/nsf04550/nsf04550.htm,program ha
https://www.nsf.gov/pubs/2004/nsf04541/nsf04541.htm,general
https://www.nsf.gov/pubs/2004/nsf04540/nsf04540.htm,communication
https://www.nsf.gov/pubs/2004/nsf04538/nsf04538.htm,area; engineering; modeling; modeling complex; nsf funding; science engineering; statistic
https://www.nsf.gov/pubs/2004/nsf04537/nsf04537.htm,area; dynamic
https://www.nsf.gov/pubs/2004/nsf04536/nsf04536.htm,general
https://www.nsf.gov/pubs/2004/nsf04535/nsf04535.htm,general
https://www.nsf.gov/pubs/2004/nsf04534/nsf04534.htm,area; chemistry; development; national science; science foundation
https://www.nsf.gov/pubs/2004/nsf04532/nsf04532.htm,analysis optimization; control; development; foundation nsf; modeling; national science; nsf funding; science foundation
https://www.nsf.gov/pubs/2004/nsf04531/nsf04531.htm,development; engineering; material; nsf funding; science engineering; science technology; social science
https://www.nsf.gov/pubs/2004/nsf04530/nsf04530.htm,area; computational model; computer information; engineering; information science; nsf funding; science engineering
https://www.nsf.gov/pubs/2004/nsf04524/nsf04524.htm,general
https://www.nsf.gov/pubs/2004/nsf04522/nsf04522.htm,foundation nsf; national science; science foundation; sensor network
https://www.nsf.gov/pubs/2004/nsf04520/nsf04520.htm,seek determine
https://www.nsf.gov/pubs/2004/nsf04516/nsf04516.htm,general
https://www.nsf.gov/pubs/2004/nsf04514/nsf04514.htm,advance understanding; approach needed; computational approach; modeling; theoretical foundation
https://www.nsf.gov/pubs/2004/nsf04512/nsf04512.htm,dynamic; earth science
https://www.nsf.gov/pubs/2004/nsf04503/nsf04503.htm,development; material
https://www.nsf.gov/pubs/2004/nsf04500/nsf04500.htm,information data; management
https://www.nsf.gov/pubs/2004/nsf04012/nsf04012.htm,information technology
https://www.nsf.gov/pubs/2003/nsf03613/nsf03613.htm,communication
https://www.nsf.gov/pubs/2003/nsf03612/nsf03612.htm,general
https://www.nsf.gov/pubs/2003/nsf03608/nsf03608.htm,graduate student
https://www.nsf.gov/pubs/2003/nsf03607/nsf03607.htm,directorate engineering; engineering
https://www.nsf.gov/pubs/2003/nsf03602/nsf03602.htm,computer vision; nsf funding
https://www.nsf.gov/pubs/2003/nsf03600/nsf03600.htm,artificial intelligence
https://www.nsf.gov/pubs/2003/nsf03597/nsf03597.htm,general
https://www.nsf.gov/pubs/2003/nsf03591/nsf03591.htm,foundation nsf; national science; science foundation; teaching
https://www.nsf.gov/pubs/2003/nsf03589/nsf03589.htm,brown jr; civil; earthquake engineering; engineering; engineering simulation; george brown; jr network; mechanical system; network earthquake
https://www.nsf.gov/pubs/2003/nsf03580/nsf03580.htm,national science; nsf funding; science foundation
https://www.nsf.gov/pubs/2003/nsf03575/nsf03575.htm,general
https://www.nsf.gov/pubs/2003/nsf03573/nsf03573.htm,industry; learning; nsf funding; year
https://www.nsf.gov/pubs/2003/nsf03567/nsf03567.htm,composition; earth science; nsf funding; property
https://www.nsf.gov/pubs/2003/nsf03565/nsf03565.htm,material; national science; science foundation
https://www.nsf.gov/pubs/2003/nsf03562/nsf03562.htm,directorate engineering; engineering; engineering education; engineering engineering; engineering technology; new curriculum; nsf funding
https://www.nsf.gov/pubs/2003/nsf03561/nsf03561.htm,bridge engineering; engineering; engineering education
https://www.nsf.gov/pubs/2003/nsf03560/nsf03560.htm,aging; area; biomedical; biomedical engineering; current area; development; engineering; imaging; nsf funding; tissue engineering
https://www.nsf.gov/pubs/2003/nsf03556/nsf03556.htm,communication; directorate engineering; engineering; national science
https://www.nsf.gov/pubs/2003/nsf03543/nsf03543.htm,united state
https://www.nsf.gov/pubs/2003/nsf03537/nsf03537.htm,communication; foundation nsf; national science; science foundation
https://www.nsf.gov/pubs/2003/nsf03527/nsf03527.htm,engineering; foundation nsf; national science; science foundation
https://www.nsf.gov/pubs/2003/nsf03526/nsf03526.htm,national science; science foundation
https://www.nsf.gov/pubs/2003/nsf03525/nsf03525.htm,engineering; engineering division; experience undergraduate; foundation nsf; graduate student; health; national science; nsf funding; science engineering; science foundation; united state
https://www.nsf.gov/pubs/2003/nsf03523/nsf03523.htm,general
https://www.nsf.gov/pubs/2003/nsf03519/nsf03519.html,area; engineering; engineering community; fabrication; nanotechnology; national science; nsf funding; science engineering; science foundation
https://www.nsf.gov/pubs/2003/nsf03518/nsf03518.html,infrastructure related; nsf funding
https://www.nsf.gov/pubs/2003/nsf03517/nsf03517.htm,development; engineering; nsf funding; process development; system important
https://www.nsf.gov/pubs/2003/nsf03514/nsf03514.htm,general
https://www.nsf.gov/pubs/2003/nsf03512/nsf03512.htm,area; area advanced; chemical; computer information; development; engineering; foundation nsf; high quality; information science; material; national science; nsf funding; science foundation; sensor network
https://www.nsf.gov/pubs/2003/nsf03511/nsf03511.htm,general
https://www.nsf.gov/pubs/2003/nsf03043/nsf03043.htm,engineering; foundation nsf; national science; science engineering; science foundation
https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm,general
https://www.nsf.gov/pubs/2002/nsf02188/nsf02188.htm,general
http://www.nsf.gov/pubs/2007/nsf07577/nsf07577.htm,area; computing information; engineering; engineering education; intelligent system; project develop; science engineering
http://www.nsf.gov/pubs/2006/nsf06504/nsf06504.htm,brown jr; civil; directorate engineering; earthquake engineering; engineering; engineering simulation; experimentation; foundation nsf; george brown; geotechnical; inc; jr network; mechanical system; national science; nationally internationally; network earthquake; nsf funding; science foundation; use experimental
